ID,Age,Acceleration,Aggression,Agility,Balance,BallControl,Composure,Crossing,Dribbling,Finishing,Tackle,Overall
9390,26,76,43,78,65,64,59,55,65,62,,66
9391,27,64,66,39,47,64,57,62,65,66,,66
9396,25,85,56,86,78,64,62,43,67,66,,66
9401,31,80,71,75,62,66,65,38,65,66,,66
9405,32,75,71,73,80,64,60,50,65,68,,66
9407,24,60,65,57,50,62,48,32,60,68,,66
9408,29,88,41,78,81,64,55,51,77,65,,66
9410,22,79,32,76,79,68,45,40,70,65,,66
9414,28,71,58,71,65,63,60,60,62,66,,66
9422,20,79,45,75,72,64,59,59,67,60,,66
9423,22,79,50,87,76,70,57,62,69,66,,66
9431,25,68,38,57,54,65,63,33,61,66,,66
9436,25,80,49,80,62,67,60,47,65,70,,66
9442,30,69,52,79,63,65,50,59,63,65,,66
9444,26,74,58,60,57,64,63,34,59,68,,66
9445,19,69,34,73,67,64,63,48,62,71,,66
9449,19,72,64,50,48,59,55,55,63,61,,66
9466,29,78,40,77,61,72,71,48,69,59,,66
9467,20,73,29,58,70,67,60,32,63,67,,66
9473,23,65,36,69,33,64,67,32,61,67,,66
9477,20,87,34,77,72,67,60,45,67,68,,66
9479,25,85,74,68,72,57,58,42,63,65,,66
9483,20,68,54,56,58,67,65,63,67,56,,66
9493,24,75,48,72,75,67,63,48,67,67,,66
9496,25,67,56,73,56,70,56,59,67,59,,66
9500,25,78,50,76,73,66,66,33,65,64,,66
9505,29,75,63,63,59,61,60,49,54,67,,66
9515,29,40,69,39,31,63,56,31,55,66,,66
9517,33,65,57,70,75,66,66,50,65,64,,66
9521,27,81,42,92,79,76,60,64,77,41,,66
9532,21,76,38,76,71,64,42,46,60,67,,66
9541,31,73,79,63,63,60,60,33,58,73,,66
9544,29,74,59,74,72,60,63,52,61,67,,66
9553,33,31,56,31,33,63,76,47,61,67,,66
9567,30,52,64,55,46,63,56,49,59,61,,66
9579,28,74,49,76,69,69,60,59,61,66,,66
9595,22,64,56,60,63,65,60,52,62,66,,66
9602,23,77,49,70,81,62,66,36,67,66,,66
9610,26,83,70,61,53,62,57,62,62,63,,66
9611,27,63,68,69,59,66,66,53,64,62,,66
9613,24,64,57,67,56,67,60,45,65,65,,66
9617,24,77,32,74,68,65,57,28,63,72,,66
9621,27,83,51,85,80,65,65,60,66,62,,66
9631,31,66,55,71,55,64,67,67,63,65,,66
9636,31,76,34,73,74,67,58,58,74,63,,66
9637,26,72,50,64,60,66,67,31,59,64,,66
9648,19,67,32,55,40,64,58,62,60,70,,66
9653,22,74,56,73,77,67,62,58,69,58,,66
9659,28,91,46,81,70,63,61,63,67,60,,66
9660,23,60,56,52,65,65,60,32,61,67,,66
9661,26,79,65,68,60,67,64,31,65,66,,66
9663,31,56,38,58,53,65,59,33,58,70,,66
9668,25,82,49,77,82,61,64,65,67,59,,66
9673,19,85,34,85,82,77,58,58,80,63,,66
9679,27,81,50,70,90,59,65,46,69,73,,66
9706,31,68,65,74,59,65,58,51,66,67,,66
9714,27,77,50,78,55,66,53,59,68,68,,66
9715,25,81,38,75,68,60,58,46,62,67,,66
9719,25,85,74,68,72,57,58,42,63,65,,66
9721,28,82,37,79,73,64,60,59,63,62,,66
9729,31,57,63,65,41,68,62,39,59,62,,66
9731,27,65,67,59,59,70,69,28,62,66,,66
9733,23,50,54,44,51,66,46,35,58,69,,66
9737,28,49,84,51,53,61,55,42,55,63,,66
9744,19,76,42,69,71,66,63,36,74,70,,66
9747,26,74,51,71,60,65,65,45,71,63,,66
9753,29,73,49,72,65,64,59,60,60,62,,66
9754,23,77,66,72,65,64,60,60,66,64,,66
9772,22,69,69,59,57,66,65,53,69,63,,66
9777,25,77,56,70,70,64,67,55,64,65,,66
9800,31,69,64,69,72,65,66,57,67,64,,66
9805,27,61,67,65,53,65,60,32,69,72,,66
9812,26,74,55,82,69,71,54,57,72,70,,66
9815,29,73,69,51,48,64,62,56,64,71,,66
9826,17,78,28,79,82,72,57,43,73,65,,66
9827,26,61,49,82,74,65,50,63,66,70,,66
9833,35,59,60,64,67,67,61,59,64,62,,66
9847,28,90,54,80,78,67,59,63,66,62,,66
9849,25,73,51,57,69,67,66,61,74,68,,66
9850,26,62,68,59,68,68,57,43,69,68,,66
9854,23,74,59,84,89,65,61,65,63,71,,66
9870,25,66,51,61,56,65,64,52,59,65,,66
9873,24,71,39,71,64,65,61,62,68,65,,66
9878,23,72,47,63,55,61,57,39,64,66,,65
9898,26,90,45,76,75,66,32,64,67,62,,65
9900,21,77,75,87,59,59,48,42,61,67,,65
9903,25,90,40,83,85,58,54,62,63,66,,65
9912,31,51,73,58,56,67,65,40,44,69,,65
9919,35,74,48,71,75,63,74,54,59,64,,65
9926,22,54,52,64,64,67,51,25,63,67,,65
9929,26,74,35,78,77,65,63,48,59,68,,65
9943,24,83,64,83,70,61,52,74,64,68,,65
9947,26,67,32,76,76,71,63,53,68,64,,65
9951,34,61,54,62,64,60,65,42,60,64,,65
9952,26,71,41,70,68,61,54,45,60,64,,65
9962,24,90,27,90,87,67,63,50,72,64,,65
9968,25,75,49,71,58,64,62,57,61,63,,65
9972,27,91,61,72,75,61,54,60,66,58,,65
9973,25,77,56,63,46,61,55,61,66,63,,65
9982,22,78,41,69,71,63,56,50,68,59,,65
9983,29,67,48,62,58,65,54,63,62,62,,65
9984,28,72,56,77,72,64,55,34,59,66,,65
9992,27,83,31,70,69,68,63,31,70,68,,65
9993,24,61,30,62,53,63,65,41,63,67,,65
9994,31,60,43,67,58,67,57,68,69,61,,65
10020,23,67,35,67,66,67,60,57,70,63,,65
10024,28,70,61,72,66,63,63,60,65,59,,65
10026,23,73,64,76,79,61,65,48,62,65,,65
10028,25,62,65,76,73,64,65,52,62,60,,65
10032,20,79,49,81,71,66,55,46,65,69,,65
10042,25,74,46,72,47,64,59,62,65,63,,65
10047,23,65,61,63,68,60,53,36,65,68,,65
10049,26,86,56,80,82,60,66,55,58,64,,65
10059,27,69,33,69,67,65,55,55,66,70,,65
10072,23,61,28,56,58,65,48,39,63,70,,65
10081,21,91,29,85,68,67,44,52,66,63,,65
10082,22,75,70,65,65,68,56,60,67,60,,65
10087,25,85,34,73,58,58,66,44,65,65,,65
10097,24,63,65,54,53,63,55,34,55,65,,65
10100,21,77,63,66,56,58,60,28,58,63,,65
10101,22,73,40,58,63,65,67,38,60,63,,65
10110,24,80,59,69,58,64,62,21,59,67,,65
10117,24,70,53,71,63,65,63,30,61,63,,65
10126,27,76,36,82,73,67,65,62,68,64,,65
10138,25,65,34,61,70,61,57,55,65,69,,65
10142,29,84,43,83,80,62,63,60,67,60,,65
10144,21,73,31,65,71,71,59,53,63,66,,65
10145,28,51,57,56,38,65,62,42,59,64,,65
10151,31,84,81,83,90,58,68,51,62,66,,65
10155,20,69,36,73,74,57,53,34,63,68,,65
10165,27,72,42,71,66,60,60,56,61,66,,65
10171,32,71,72,73,77,62,67,51,65,66,,65
10177,20,69,43,51,46,66,55,52,62,66,,65
10199,28,69,36,65,45,63,59,51,62,65,,65
10206,27,78,49,70,72,62,61,65,67,55,,65
10218,25,65,35,60,58,59,60,30,52,69,,65
10219,23,42,28,47,54,63,48,33,46,66,,65
10220,31,76,74,80,80,66,67,60,65,62,,65
10227,20,69,58,67,70,67,61,57,67,57,,65
10229,34,33,88,32,30,43,65,43,45,68,,65
10234,25,75,48,73,61,64,68,64,63,58,,65
10235,18,72,31,63,63,62,58,66,68,65,,65
10239,31,54,61,65,57,61,70,40,59,63,,65
10247,20,86,62,89,85,62,60,40,72,60,,65
10255,29,70,40,64,53,58,64,53,66,60,,65
10256,33,76,53,81,85,71,61,66,70,61,,65
10259,27,75,33,82,69,66,66,62,68,67,,65
10262,26,73,74,72,75,59,63,61,62,66,,65
10267,18,74,43,68,68,60,55,41,62,67,,65
10271,28,69,59,69,62,63,56,40,57,67,,65
10274,23,83,55,84,84,71,63,52,66,61,,65
10275,23,77,64,76,68,64,60,58,68,61,,65
10276,23,68,39,69,69,63,59,40,61,68,,65
10278,28,68,63,66,75,67,55,60,67,66,,65
10286,30,70,78,66,75,59,61,46,56,61,,65
10296,23,79,80,63,64,59,58,39,58,60,,65
10307,24,75,29,79,79,68,59,35,66,65,,65
10326,29,74,53,69,69,62,60,45,68,65,,65
10327,29,77,50,72,88,69,60,53,72,58,,65
10334,27,83,58,62,71,66,54,48,62,67,,65
10357,24,85,33,62,66,60,65,53,60,61,,65
10374,29,72,50,79,76,72,61,65,68,62,,65
10375,26,77,65,74,71,70,57,39,54,64,,65
10376,31,47,61,50,55,62,50,36,61,68,,65
10379,27,59,58,60,58,67,57,34,59,58,,65
10386,20,87,45,86,77,64,65,48,63,67,,65
10388,27,75,25,80,82,66,50,34,67,64,,65
10404,28,69,48,71,60,70,64,52,60,60,,65
10406,28,64,70,59,48,56,63,33,57,58,,65
10409,25,53,68,49,40,64,66,53,59,65,,65
10411,23,53,35,57,72,63,64,29,70,67,,65
10415,23,63,42,63,54,67,63,35,63,64,,65
10417,32,53,85,34,43,52,66,48,58,65,,65
10421,28,73,46,72,65,61,66,36,55,70,,65
10422,25,82,45,78,71,65,56,57,63,67,,65
10423,32,62,85,56,51,59,66,50,56,58,,65
10441,28,80,58,79,61,69,49,47,67,64,,65
10451,28,65,71,66,42,62,59,66,62,64,,65
10457,19,65,54,67,67,65,59,43,65,69,,65
10458,26,54,77,73,83,60,63,48,55,66,,65
10460,28,79,72,58,72,56,67,47,61,65,,65
10480,25,67,46,72,66,60,48,59,61,65,,65
10487,20,75,81,72,65,65,63,52,65,59,,65
10488,24,68,63,75,74,64,60,41,60,67,,65
10495,31,78,74,69,67,64,64,59,63,60,,65
10511,24,53,34,49,53,65,52,40,62,71,,65
10512,24,66,61,64,60,57,58,32,64,66,,65
10521,25,73,55,72,63,62,60,43,66,58,,65
10527,23,60,70,55,70,57,60,36,55,72,,65
10533,32,68,53,73,60,68,61,61,69,59,,65
10544,21,78,40,76,65,65,48,57,63,59,,65
10546,30,32,60,53,44,57,56,22,52,63,,65
10548,22,61,33,66,69,60,59,53,59,69,,65
10573,24,63,36,67,64,65,57,33,63,66,,65
10574,30,68,64,69,60,65,60,63,72,62,,65
10584,24,77,60,78,85,68,61,43,71,61,,65
10591,25,58,64,52,54,67,65,34,61,60,,65
10594,27,70,60,66,62,62,60,49,61,62,,65
10599,23,59,44,50,54,61,60,55,63,65,,65
10604,31,91,76,91,87,66,63,49,69,64,,65
10614,29,54,66,65,60,68,70,51,60,62,,65
10625,24,76,30,76,79,62,65,34,59,62,,65
10627,26,70,59,75,68,67,53,55,68,62,,65
10644,22,71,61,76,81,73,55,50,72,63,,65
10646,24,72,49,68,56,60,44,21,62,65,,65
10649,25,33,62,32,33,61,69,26,52,68,,65
10660,27,65,45,59,59,65,63,50,58,65,,65
10664,31,77,45,77,83,67,72,51,67,62,,65
10665,25,76,51,67,58,67,59,60,64,64,,65
10685,30,89,27,86,88,65,66,52,69,68,,65
10694,18,70,31,80,85,69,55,62,70,67,,65
10707,33,50,69,45,44,63,59,55,52,65,,65
10709,34,32,61,38,40,62,66,48,39,73,,65
10711,31,69,73,70,65,62,63,57,61,60,,65
10716,28,54,48,42,57,61,43,36,60,68,,65
10737,27,92,43,82,90,53,63,55,57,62,,65
10739,25,73,55,72,63,62,60,43,66,58,,65
10744,26,73,59,71,69,67,48,59,68,65,,65
10745,30,45,56,36,55,63,61,33,54,72,,65
10748,28,76,56,66,84,63,59,53,60,65,,65
10751,22,79,55,78,79,64,62,53,65,64,,65
10754,30,79,70,71,70,66,63,58,65,62,,65
10756,21,65,63,54,64,65,53,43,63,59,,65
10762,30,59,68,58,57,57,59,48,53,67,,65
10767,21,67,65,64,64,67,55,58,65,66,,65
10768,20,85,33,77,77,64,59,59,68,60,,65
10769,23,79,31,55,78,63,55,31,65,66,,65
10773,21,87,54,80,69,69,58,47,67,68,,65
10775,33,79,40,79,75,61,64,56,60,64,,65
10783,23,83,43,82,69,63,65,58,68,63,,65
10784,23,85,65,70,70,62,50,35,65,64,,65
10786,30,75,56,72,71,65,54,47,63,69,,65
10792,21,73,55,75,67,63,69,55,63,68,,65
10795,28,88,51,73,57,57,70,49,59,66,,65
10805,30,89,62,79,62,61,60,58,64,63,,65
10807,30,62,77,50,52,60,62,40,53,66,,65
10815,23,76,61,81,78,58,56,47,65,64,,65
10830,26,58,34,64,58,64,60,48,63,66,,65
10837,26,74,59,70,65,66,66,52,64,65,,65
10843,29,80,55,74,70,66,62,59,60,64,,65
10859,26,74,35,71,68,74,74,64,72,68,,65
10862,24,80,48,65,53,61,58,60,64,64,,65
10867,22,68,40,66,67,62,55,34,64,66,,65
10868,27,73,31,80,61,66,60,42,62,65,,65
10871,23,54,55,55,54,60,59,35,65,67,,65
10872,24,62,64,57,54,66,61,48,64,65,,65
10874,28,66,57,55,58,65,60,51,61,64,,65
10881,25,78,63,74,85,62,67,70,63,61,,65
10885,23,91,43,83,81,59,54,32,61,68,,65
10891,18,60,62,61,59,67,54,48,57,69,,64
10892,18,76,38,85,86,60,53,54,65,66,,64
10895,27,77,70,68,52,56,65,46,54,63,,64
10901,20,68,39,71,66,75,55,43,73,65,,64
10902,26,57,30,66,62,62,51,34,53,70,,64
10917,22,70,65,80,83,64,53,31,62,70,,64
10923,24,78,39,76,76,64,63,57,65,64,,64
10928,24,75,33,72,69,65,64,59,71,56,,64
10929,27,70,32,62,62,61,46,53,66,67,,64
10934,29,68,46,56,78,70,61,60,64,67,,64
10937,24,76,72,70,51,63,62,27,64,61,,64
10941,35,63,43,51,59,57,48,47,59,64,,64
10945,20,84,57,74,61,65,49,54,66,62,,64
10962,31,87,42,72,54,62,60,55,61,62,,64
10966,25,67,54,58,70,66,65,65,67,58,,64
10968,35,47,59,50,49,60,71,47,61,60,,64
10970,31,58,53,59,60,56,66,51,57,65,,64
10973,23,84,67,72,71,61,52,49,60,64,,64
10975,26,77,54,65,56,63,55,42,61,62,,64
10982,24,72,38,70,56,66,55,62,66,62,,64
10983,26,74,38,59,63,65,55,53,63,68,,64
10984,30,70,42,62,75,64,55,45,54,68,,64
10986,27,48,76,39,34,54,55,23,52,66,,64
10987,25,63,30,63,59,62,64,53,61,62,,64
10991,24,85,36,70,56,65,52,43,64,65,,64
10999,28,76,48,69,71,63,62,41,64,65,,64
11004,23,64,81,37,53,63,53,32,61,63,,64
11006,22,82,53,83,83,66,58,65,64,65,,64
11018,24,71,54,50,46,62,61,48,59,60,,64
11028,27,69,32,58,59,63,58,58,64,63,,64
11031,20,77,60,66,58,63,59,39,62,63,,64
11036,37,31,79,30,52,62,66,49,49,66,,64
11037,20,78,52,73,65,70,55,48,71,62,,64
11039,22,66,38,57,57,64,63,28,64,66,,64
11040,21,53,55,44,29,68,54,34,64,65,,64
11060,25,72,77,68,63,64,54,59,65,66,,64
11066,24,46,70,52,53,59,64,41,53,64,,64
11076,24,58,31,50,70,60,49,36,61,78,,64
11079,18,70,57,70,64,63,56,40,63,65,,64
11094,24,64,69,72,76,65,59,59,62,61,,64
11096,22,90,30,79,80,56,56,58,68,64,,64
11099,27,67,25,70,68,64,55,35,62,66,,64
11107,23,74,59,76,74,67,62,63,69,63,,64
11114,21,78,29,79,78,63,57,66,70,60,,64
11130,21,84,52,80,82,63,60,42,67,62,,64
11131,21,72,31,57,71,66,49,37,65,65,,64
11134,25,81,78,76,62,63,52,53,66,56,,64
11135,25,74,59,75,76,64,60,59,66,61,,64
11155,26,78,55,85,83,67,61,57,68,64,,64
11168,23,53,53,52,37,59,69,29,54,67,,64
11179,31,53,70,53,48,65,49,48,61,64,,64
11180,26,82,48,80,72,64,54,55,65,68,,64
11182,19,82,63,72,69,58,54,55,63,62,,64
11183,17,68,43,67,67,65,58,42,64,69,,64
11186,21,86,32,81,79,65,44,59,67,53,,64
11187,23,61,48,63,37,62,51,40,55,68,,64
11190,29,73,42,73,77,70,61,61,74,58,,64
11196,22,78,31,81,79,68,47,51,70,64,,64
11198,28,72,87,65,61,64,68,46,67,54,,64
11199,20,76,53,73,59,65,61,28,68,60,,64
11200,20,81,55,75,64,61,60,49,67,61,,64
11208,24,80,52,79,61,60,49,59,64,57,,64
11212,20,77,31,70,73,68,62,53,71,62,,64
11213,22,80,58,67,59,61,45,44,62,61,,64
11217,25,67,64,73,60,61,56,48,56,65,,64
11228,24,79,48,71,64,61,55,38,63,63,,64
11240,23,80,29,70,66,63,57,42,62,59,,64
11279,21,93,31,85,72,65,55,53,72,53,,64
11291,22,65,73,53,62,60,58,39,56,59,,64
11292,25,35,52,37,40,63,61,63,40,73,,64
11294,27,85,47,74,60,61,54,56,64,59,,64
11297,22,83,34,79,78,62,58,48,68,64,,64
11300,33,34,77,34,40,65,71,58,62,60,,64
11310,24,80,36,71,72,68,54,64,65,54,,64
11318,23,86,57,74,74,59,54,59,64,64,,64
11325,21,83,41,72,73,62,54,52,70,65,,64
11330,26,69,42,77,74,65,61,62,67,60,,64
11334,24,71,53,63,58,61,56,35,67,68,,64
11336,27,55,49,72,75,64,58,46,59,67,,64
11351,23,78,41,70,76,65,59,43,62,63,,64
11362,17,79,42,71,67,69,55,39,71,64,,64
11365,20,76,46,72,78,67,60,52,71,63,,64
11366,25,84,31,91,91,71,66,72,75,64,,64
11372,23,84,75,58,60,63,56,43,63,55,,64
11373,28,70,65,71,59,58,54,29,52,64,,64
11378,21,63,45,60,59,70,50,39,62,61,,64
11381,22,78,48,90,84,70,55,50,72,66,,64
11383,20,77,54,73,74,63,59,55,66,50,,64
11391,24,54,54,48,49,70,48,32,69,65,,64
11396,29,63,51,60,74,69,60,57,66,74,,64
11408,31,35,60,37,34,58,54,32,54,65,,64
11416,24,79,74,72,60,62,65,46,61,67,,64
11428,27,58,51,60,64,61,64,54,63,66,,64
11430,19,74,38,66,65,58,58,37,69,65,,64
11431,34,42,67,33,35,63,71,40,55,61,,64
11433,26,86,52,83,77,72,56,55,70,62,,64
11441,30,51,53,68,65,56,66,45,57,63,,64
11443,29,70,47,63,64,64,71,56,62,62,,64
11452,28,72,55,70,74,61,57,32,55,68,,64
11456,25,35,52,37,40,63,61,63,40,73,,64
11460,23,78,33,77,79,62,45,57,66,62,,64
11463,31,86,69,69,55,55,50,59,62,59,,64
11466,28,65,29,63,73,63,57,41,66,67,,64
11467,23,83,49,71,70,65,56,59,67,67,,64
11468,21,71,46,69,56,62,57,35,61,66,,64
11476,17,63,32,59,61,60,57,36,62,66,,64
11484,28,78,64,69,85,61,54,42,64,62,,64
11486,27,73,50,73,74,59,63,50,60,59,,64
11489,18,55,47,58,38,69,59,22,64,66,,64
11492,31,66,55,70,70,59,61,37,60,65,,64
11503,25,84,31,91,91,71,66,72,75,64,,64
11504,29,68,72,62,62,66,65,50,62,65,,64
11519,21,73,32,69,72,74,52,42,72,62,,64
11522,22,79,41,70,63,60,61,28,61,66,,64
11528,21,71,63,63,60,68,53,32,59,63,,64
11529,29,63,51,60,74,69,60,57,66,74,,64
11533,35,41,63,29,70,69,70,39,52,64,,64
11535,30,76,49,63,73,58,58,54,55,66,,64
11536,23,80,65,79,77,68,48,63,65,68,,64
11546,18,71,57,57,68,67,61,36,68,68,,64
11565,28,79,38,67,64,70,55,70,69,64,,64
11569,21,86,39,76,63,60,52,48,63,61,,64
11578,22,66,36,69,59,67,55,55,66,65,,64
11581,28,26,66,32,35,59,45,34,54,64,,64
11593,24,84,61,72,73,67,54,63,65,63,,64
11602,24,82,40,94,91,64,63,57,66,53,,64
11604,23,76,52,62,63,64,54,36,64,63,,64
11606,23,70,30,64,66,62,54,30,63,68,,64
11609,25,88,69,83,62,63,60,57,65,60,,64
11612,23,54,35,59,52,63,56,38,56,68,,64
11618,23,79,57,61,54,63,55,38,63,64,,64
11621,22,86,73,75,62,64,51,56,64,66,,64
11623,20,67,51,60,48,61,59,47,64,65,,64
11637,22,87,35,90,63,67,67,53,69,65,,64
11640,34,31,55,51,60,69,68,67,60,63,,64
11646,19,76,27,72,61,63,48,54,68,65,,64
11653,20,66,49,63,72,66,50,58,64,49,,64
11671,30,81,50,77,80,63,56,45,62,63,,64
11672,35,48,87,55,39,64,59,34,54,60,,64
11673,19,64,55,55,56,62,53,51,60,62,,64
11679,24,66,52,44,58,55,60,49,47,66,,64
11683,23,72,49,61,64,60,60,53,61,64,,64
11686,24,64,62,59,61,62,64,60,60,64,,64
11706,20,51,58,38,50,60,57,27,52,69,,64
11707,30,69,41,73,75,63,66,67,63,60,,64
11722,28,73,69,68,58,60,63,48,55,62,,64
11728,27,53,77,47,41,63,66,34,54,59,,64
11729,22,68,62,59,58,63,62,32,64,61,,64
11733,20,76,58,70,65,62,54,33,58,65,,64
11749,24,71,28,65,62,57,46,40,71,67,,64
11752,21,76,61,71,57,68,64,49,68,70,,64
11755,32,54,65,53,65,64,64,44,58,62,,64
11756,31,76,60,54,70,58,56,50,58,56,,64
11768,21,63,78,65,46,63,58,38,65,63,,64
11773,21,69,49,57,65,59,63,50,56,64,,64
11785,19,84,42,83,72,69,64,62,70,58,,64
11791,30,63,57,54,59,63,69,51,58,67,,64
11792,21,79,28,71,62,63,62,62,64,66,,64
11796,20,62,25,51,61,55,57,35,59,68,,64
11799,28,65,80,31,54,56,56,52,57,63,,64
11801,26,80,36,75,62,62,60,56,64,65,,64
11805,27,69,66,71,62,68,66,57,64,56,,64
11807,20,64,49,57,63,59,47,37,57,68,,64
11808,23,70,67,76,75,57,60,56,66,69,,64
11817,33,64,49,74,70,66,71,63,63,61,,64
11821,22,73,63,70,82,63,57,37,69,64,,64
11827,22,64,41,59,58,59,51,53,62,67,,64
11830,25,68,59,58,54,60,60,63,66,65,,64
11852,24,60,27,58,64,64,63,35,67,68,,64
11859,22,85,44,60,53,67,63,57,69,65,,64
11861,18,82,36,70,70,61,56,58,63,64,,64
11862,24,82,44,73,69,59,53,39,64,67,,64
11863,33,70,59,72,73,61,56,58,62,63,,64
11873,27,91,38,83,91,63,54,60,66,58,,64
11874,24,66,55,70,45,56,55,23,51,66,,64
11880,29,60,58,74,86,65,57,61,62,66,,64
11882,23,73,52,73,70,68,59,63,65,58,,64
11891,26,44,77,55,62,66,60,30,60,65,,64
11892,25,86,75,83,69,64,53,37,62,67,,64
11893,32,65,79,64,64,60,65,57,56,60,,64
11894,19,85,68,87,80,66,60,51,75,68,,64
11904,23,49,49,52,41,59,49,34,57,69,,64
11911,24,60,33,58,54,64,55,56,59,67,,64
11917,24,74,43,69,73,65,59,60,69,62,,64
11938,27,76,27,53,77,48,43,51,59,65,,64
11941,23,69,34,68,52,61,56,36,63,66,,64
11942,18,90,33,75,85,68,48,35,81,62,,64
11952,28,57,55,78,53,56,69,37,50,66,,63
11953,29,66,84,66,68,58,59,61,59,57,,63
11954,21,85,34,82,83,64,55,50,68,64,,63
11959,19,67,32,56,62,63,50,56,65,68,,63
11961,22,91,38,62,72,62,51,61,64,62,,63
11972,20,79,34,82,84,67,54,43,72,69,,63
11982,18,69,57,63,62,69,63,62,66,63,,63
11985,20,68,32,66,66,48,53,49,51,70,,63
11988,20,71,67,60,54,58,53,26,56,64,,63
12000,30,50,56,55,64,64,58,32,60,67,,63
12004,20,76,52,62,69,58,56,40,61,61,,63
12009,24,81,52,71,62,63,56,35,59,66,,63
12015,26,54,54,40,60,57,56,38,55,63,,63
12017,26,53,55,55,50,59,58,22,47,68,,63
12018,31,65,46,71,65,60,53,64,62,67,,63
12031,19,53,19,45,55,64,59,36,58,68,,63
12037,25,72,40,76,90,59,60,31,55,66,,63
12040,20,66,39,65,64,63,65,57,60,64,,63
12042,26,69,80,59,81,63,60,40,60,62,,63
12043,23,84,67,82,72,60,58,56,61,63,,63
12052,17,64,32,86,80,68,58,38,65,64,,63
12060,19,69,32,60,70,58,49,35,56,68,,63
12074,28,52,64,64,52,58,65,43,54,60,,63
12076,18,73,36,70,68,56,57,57,58,66,,63
12079,26,65,46,62,66,56,54,41,64,61,,63
12087,22,68,31,70,68,72,60,63,72,57,,63
12092,22,71,38,59,65,58,50,42,61,66,,63
12096,24,77,57,89,71,63,66,59,69,62,,63
12098,21,54,49,65,53,65,61,52,62,63,,63
12102,19,80,28,84,50,60,54,28,57,66,,63
12103,30,69,41,76,71,66,55,54,65,64,,63
12107,22,57,78,50,59,60,59,36,56,64,,63
12115,25,71,64,63,69,60,65,48,66,63,,63
12120,30,57,61,63,53,63,53,41,65,64,,63
12132,25,66,71,55,52,60,58,40,58,60,,63
12134,24,89,59,85,73,60,55,53,61,63,,63
12148,19,85,71,80,90,62,54,51,64,61,,63
12150,26,65,63,55,44,57,60,39,51,63,,63
12153,31,46,74,44,45,58,58,41,39,63,,63
12155,36,43,47,63,62,58,56,48,51,63,,63
12158,22,90,28,78,60,56,51,31,63,63,,63
12159,23,83,38,69,65,61,53,42,65,62,,63
12165,29,42,44,54,36,57,49,28,58,69,,63
12172,20,73,59,68,65,60,52,61,59,62,,63
12175,24,73,29,70,53,60,63,48,60,59,,63
12181,28,64,67,71,78,64,64,66,63,62,,63
12189,18,74,29,68,63,64,49,45,63,66,,63
12192,24,84,54,92,84,66,59,58,64,59,,63
12194,34,64,60,47,47,62,66,50,61,58,,63
12197,20,45,51,47,51,60,51,29,62,69,,63
12204,23,65,48,54,58,58,54,37,56,66,,63
12208,21,60,40,53,49,65,39,41,56,68,,63
12209,22,39,76,47,35,65,63,27,56,64,,63
12213,21,76,36,73,71,65,55,55,69,64,,63
12218,25,63,60,57,71,63,50,41,61,67,,63
12234,22,60,27,64,64,59,55,28,64,63,,63
12240,28,63,46,61,65,62,57,48,60,61,,63
12244,29,30,63,60,56,61,71,29,43,61,,63
12247,18,90,36,74,78,65,55,35,73,64,,63
12254,24,77,60,63,61,61,53,35,59,63,,63
12264,23,51,43,65,29,51,53,31,54,70,,63
12265,18,73,63,65,60,59,52,41,54,60,,63
12272,25,56,29,65,58,68,55,34,62,64,,63
12277,23,82,33,72,70,63,58,51,65,63,,63
12286,21,74,33,66,65,65,61,56,64,66,,63
12287,22,81,45,63,65,65,55,55,67,71,,63
12307,27,79,49,79,76,60,61,49,57,59,,63
12308,27,74,49,64,67,60,54,50,56,61,,63
12309,25,59,22,58,55,63,65,62,73,60,,63
12323,22,76,65,73,65,63,59,59,63,59,,63
12325,22,71,58,59,58,58,58,46,59,64,,63
12331,24,88,60,82,58,69,67,46,72,60,,63
12336,23,62,36,61,57,62,49,49,60,58,,63
12339,17,52,31,66,58,60,46,36,61,65,,63
12344,18,70,30,68,52,65,60,32,59,65,,63
12365,22,68,41,67,78,69,66,58,70,64,,63
12368,31,75,30,71,68,61,66,32,57,61,,63
12370,25,69,38,65,56,57,54,26,54,62,,63
12372,31,43,58,36,51,54,52,35,52,63,,63
12374,27,54,64,44,35,51,73,23,47,58,,63
12375,24,75,60,77,78,61,51,58,66,53,,63
12378,35,54,64,60,61,59,64,46,58,65,,63
12386,20,86,60,78,73,62,63,49,71,63,,63
12389,21,66,27,59,60,60,53,36,50,67,,63
12390,29,71,39,72,74,61,54,58,66,60,,63
12395,18,44,67,53,64,60,53,28,51,68,,63
12398,25,84,41,70,66,65,45,33,56,67,,63
12401,20,78,32,81,82,68,37,64,71,65,,63
12405,22,71,35,70,71,64,51,53,54,65,,63
12406,29,66,59,67,54,65,58,24,61,64,,63
12410,18,69,64,52,67,63,50,55,64,62,,63
12413,21,67,54,56,38,61,54,53,62,63,,63
12430,30,86,55,73,69,57,56,39,60,62,,63
12445,24,78,70,69,66,61,51,56,55,60,,63
12446,24,74,54,78,81,64,50,67,64,63,,63
12447,25,59,22,58,55,63,65,62,73,60,,63
12451,22,55,38,64,64,64,51,33,62,69,,63
12464,18,87,36,86,79,68,64,58,69,57,,63
12465,26,64,27,75,69,57,57,47,65,60,,63
12473,27,69,69,71,68,54,61,38,57,65,,63
